Key;title;DOI;Cinese_title;checks;;;;
o8RFQmKF;Effects of controlled SiO 2 deposition and phosphorus and nickel doping on surface acidity and diffusivity of medium and small sized HZSM-5 for para-selective alkylation of toluene by methanol;None;;;;;;
8r2lugdq;Up-regulation of hTERT expression by low-dose cisplatin contributes to chemotherapy resistance in human hepatocellular cancer cells;https://doi.org/10.3892/or_00000470;;;;;;
gZjQF71y;Effects of dietary total phosphorus concentration and casein supplementation on the determination of true phosphorus digestibility for broiler chickens;https://doi.org/10.1080/1828051X.2017.1346489;;;;;;
qSBB8Dl7;Rapid Determination of Sixteen Kinds of Food Additives in Beverages by Ultra Performance Liquid Chromatography;None;titolo solo cinese;;;;;
wuXTO1Ox;Catalytic asymmetric homologation of ?-ketoesters with ?-diazoesters: synthesis of succinate derivatives with chiral quaternary centers.;https://doi.org/10.1002/anie.201305478;;;;;;
xueiObYF;Highly selective solid-phase extraction of trace Pd(II) by murexide functionalized halloysite nanotubes.;https://doi.org/10.1016/j.aca.2011.11.047;;;;;;
KjVuXVcc;A central role for the mammalian target of rapamycin in LPS-induced anorexia in mice.;https://doi.org/10.1530/JOE-14-0523;;;;;;
AY7L5ylN;Preimplantation genetic diagnosis of Duchenne muscular dystrophy by single cell triplex PCR;https://doi.org/10.3321/j.issn:1672-7347.2007.02.009;;;;;;
FOp8BRUl;Secondary mountain disasters induced by the 4∑20 Lushan earthquake and disaster mitigation;None;titolo solo cinese;;;;;
Ss81m2OO;Cell-Surface Protein Profiling Identifies Distinctive Markers of Progenitor Cells in Human Skeletal Muscle.;https://doi.org/10.1016/j.stemcr.2016.07.004;;;;;;
qyn0ODnz;Epidemiological characteristics of rubella detected by measles surveillance system in Minhang district in Shanghai,2004-2010;None;titolo solo cinese;;;;;
fZL4nWeT;Catalyst for exhaust gas purification and exhaust gas purification system using the same;None;;;;;;
yxFWCkMq;Comparison of Prognosis on Esopageal Carcinoma Treated with 3D-CRT and IMRT for Elderly Patients;https://doi.org/10.3971/j.issn.1000-8578.2012.08.031;;could not find doi site;;;;
FpQfF3AX;GROWTH OF BACILLUS CEREUS IN NUTRITIONAL BROTH;https://doi.org/10.3969/j.issn.1005-6521.2009.09.020;titolo solo cinese;;;;;
LFYCLfKc;AB027. Long-acting beta-agonist in combination or separate inhaler as step-up therapy for children with uncontrolled asthma receiving inhaled corticosteroids;https://doi.org/10.21037/jtd.2016.s027;;;;;;
GJl2gWSG;The formation of passive films of carbon steel in borate buffer and their degradation behavior in NaCl solution by SECM;https://doi.org/10.1016/s1452-3981(23)14373-2;;;;;;
nLbPD0Om;Pharmacodynamics Study on the Anti-Inflammatory Effects of Different Extraction Parts from Rhizoma Cibotii's Crude Drugs and Products;https://doi.org/10.13193/j.archtcm.2012.12.164.suotj.052;titolo solo cinese;;;;;
fKZKTEe6;Simultaneous Determination of Eleven Phthalic Acid Esters in Waterborne Coatings by High Performance Liquid Chromatography;https://doi.org/10.3969/j.issn.1004-4957.2009.05.009;;nome primo autore sbagliato nel validation;;;;
7kyfiRPK;Nucleocapsid protein of SARS-CoV activates interleukin-6 expression through cellular transcription factor NF-Œ∫B;None;;;;;;
nJhIaPIT;Laboratory Diagnosis of Imported Dengue Fever Case Firstly Intercepted at Fujian Port;https://doi.org/10.16408/j.1004-9770.2010.04.023;titolo solo cinese;;;;;
Wv1kgOU7;Intervention of life-habit improves memory and emotional status;https://doi.org/10.1016/j.jalz.2010.05.1103;;titolo mal formato nel validation;;;;
tRlRotuE;Synthesis of porous carbons from coal tar pitch for high-performance supercapacitors;https://doi.org/10.1016/s1872-5805(19)60006-5;;;;;;
OwQfdwxz;Structural and electrochemical properties of a porous nanostructured SnO 2 film electrode for lithium-ion batteries;None;;;;;;
sSCFBAuw;The Ru-catalyzed enantioselective preparation of chiral halohydrins and their application in the synthesis of (R)-clorprenaline and (S)-sotalol;https://doi.org/10.1016/j.tetasy.2011.04.017;;;;;;
0lkKKn1y;Annulations of ?-Carbamoyl Ketene Dithioacetals with Dicarboxylic Acid Dichlorides: Synthesis of Functionalized Pyrrolidinetriones and Piperidinetriones: Synthesis of Functionalized Pyrrolidinetriones and Piperidinetriones;https://doi.org/10.1002/ejoc.201301227;;;;;;
EMqTJoge;An Unbiased Offline Evaluation of Contextual Bandit Algorithms with Generalized Linear Models;https://doi.org/10.5555/3045725.3045727;;;;;;
cTPxtcaI;PRESSURE REDUCING VALVE HAVING SHUTOFF MECHANISM;None;;;;;;
0fJwBSPC;Numerical simulation of effect of hollow fiber packing density on mass transfer in dialyzers;https://doi.org/10.3321/j.issn:0438-1157.2004.03.004;titolo solo cinese;;;;;
S5tzsLO3;Urban Land Classification Research Based on Data Field;https://doi.org/10.1007/978-3-540-92137-0_92;;;;;;
ZIXIwnOs;Analysis on Changes of Farmers' Willingness to Join NCMS in Six Counties in Ningxia and Shandong Province;https://doi.org/10.3969/j.issn.1007-953X.2010.04.016;;;;;;
pPiVzywm;Prevalence of serious post-training inhaler technique errors made by device-naÔve patients using three different dry powder inhalers (DPIs);https://doi.org/10.1183/13993003.congress-2015.pa3927;;;;;;
KgjgolcE;Determination of trace arsenic in naphtha by graphite furnace atomic absorption spectrometry;https://doi.org/10.3969/j.issn.1000-0720.2006.10.012;titolo solo cinese;;;;;
elyOKFlk;Study on F-F transitions of powdered neodymium compounds by photoacoustic spectroscopy;None;;;;;;
OPKu4c5s;On Hermite-Hadamard Type Inequalities for ( ? , M )-Convex Functions;None;;;;;;
LrtlCAmp;THE PREPARATION AND INFLUENCE FACTORS OF STABLE ARTEMISIAARGYLLEM OIL EMULSION;https://doi.org/10.3969/j.issn.1000-5811.2005.06.020;;;;;;
zBJeish8;c?Myc promotes cholangiocarcinoma cells to overcome contact inhibition via the mTOR pathway.;https://doi.org/10.3892/or.2017.5913;;;;;;
6X6vRJ1f;Syntheses and properties of a family of new compounds RE 3 Sb 3 Co 2 O 14 ( RE =La, Pr, Nd, Sm‚ÄìHo) with an ordered pyrochlore structure;https://doi.org/10.1016/j.jssc.2014.05.003;;;;;;
WVz48rJ8;Incidence and risk factors of HIV infection among sero-negative spouses of HIV patients in Dehong prefecture of Yunnan province];https://doi.org/10.3760/cma.j.issn.0254-6450.2010.09.009;;;;;;
MOey8Jpy;pH-Sensitive micelles with mitochondria-targeted and aggregation-induced emission characterization: synthesis, cytotoxicity and biological applications.;https://doi.org/10.1039/c8bm00889b;;;;;;
w5dKiGVG;Research of standard programme of posterior microendoscopic discectomy in treatment of lumbar disc herniation;https://doi.org/10.3969/j.issn.1671-8348.2007.11.005;titolo solo cinese;;;;;
ISyLzQ8E;Thermal Diffusivity of Film/Substrate Structures Characterized by Transient Thermal Grating Method;https://doi.org/10.1088/0256-307X/25/1/048;;;;;;
SRFan6Ck;Mutation L437P in the 2B domain of keratin 1 causes diffuse palmoplantar keratoderma in a Chinese pedigree;https://doi.org/10.1111/j.1468-3083.2009.03175.x;;;;;;
93sWv2Ox;Synthesis of SnO nanocrystals with shape control via ligands interaction and limited ligand protection;https://doi.org/10.1016/j.colsurfa.2010.04.005;;;;;;
Win86Wp3;Influence of laser energy and repetition rate on characteristic of laser-induced soil plasmas;https://doi.org/10.3788/cjl201138.0215002;;;;;;
rVKxWKNU;Simulation of shaleñproppant interaction in hydraulic fracturing by the discrete element method;https://doi.org/10.1016/j.ijrmms.2014.04.011;;;;;;
ugLzlMxq;DcR3, a new biomarker for sepsis, correlates with infection severity and procalcitonin.;https://doi.org/10.18632/oncotarget.23736;;;;;;
IdHYGRpT;Structural basis for modulation of Kv4 K+ channels by auxiliary KChIP subunits.;https://doi.org/10.1038/nn1822;;;;;;
mCLk8eNk;Perfect balance harmony in Ba2NO3(OH)3: a beryllium-free nitrate as a UV nonlinear optical material;https://doi.org/10.1039/c8cc03007c;;;;;;
PHaCHxBF;Solving the KarushñKuhnñTucker system of a nonconvex programming problem on an unbounded set;https://doi.org/10.1016/j.na.2008.01.008;;;;;;
6Fe78jAd;Analysis of TCR V? repertoire and clonality of CD4~+ and CD8~+ T cells in patients with CML;None;;;;;;
3h6SFpWt;Study on synthesis and properties of Al-based composite applied to Al-H_2O propellant;None;;;;;;
3Bz5bVDk;Large ceramic mirror for space optical applications;https://doi.org/10.3321/j.issn:0367-6234.2007.05.026;;check doi;;;;
mWrwbANQ;Selective solid-phase extraction of trace Fe(III) from biological and natural water samples using nanometer SiO<sub>2</sub> modified with acetylsalicylic acid;https://doi.org/10.1007/s00604-007-0790-3;;;;;;
bcYQ3bma;Enzymatic Hydrolysis of Small Yellow Croaker Scraps for Preparing Flavor Precursors;None;titolo solo cinese;;;;;
afPQX8dM;Effect of Intranasal Delivery of insulin-Like Growth Factor-1 on Proliferation of Endogenous Neural Stem Cells of Newborn Rats with Hypoxic-Ischemic Brain Damage;https://doi.org/10.3969/j.issn.1003-515x.2012.09.018;titolo solo cinese;;;;;
qKUw2vMt;Fully distributed optical fiber strain sensor based on Brillouin optical-fiber frequency domain reflectometry;None;;;;;;
WfSbH3tn;Mantis: automatic performance prediction for smartphone applications;https://doi.org/10.5555/2535461.2535498;;;;;;
o6YLWPYp;Bifunctional Guanidine via an Amino Amide Skeleton for Asymmetric Michael Reactions of ?-Ketoesters with Nitroolefins: A Concise Synthesis of Bicyclic ?-Amino Acids;https://doi.org/10.1002/anie.200901337;;;;;;
ScKS8TSI;Molecular detection of whiteflies-transmitted geminiviruses infecting oriental tobacco.;https://doi.org/10.3969/j.issn.1001-4829.2007.03.021;;check doi;;;;
gWHFzDFH;Rh(III)-Catalyzed Atroposelective Synthesis of Biaryls via C-H Activation and Intermolecular Coupling with Sterically Hindered Alkynes.;None;;;;;;
2Z2yKajN;Discrimination of False Negative Results in RT-PCR Detection of SARS-CoV-2 RNAs in Clinical Specimens by Using an Internal Reference.;https://doi.org/10.1007/s12250-020-00273-8;;;;;;
7lxbdN3U;A comparison of multi-component indices of COPD severity in primary care: An UNLOCK study from the IPCRG;None;;;;;;
d1Yijdsm;Real Time 3-D Echocardiographic Quantitative Evaluation of Mitral Valvular Eccentric Regurgitation;https://doi.org/10.3969/j.issn.1002-0101.2007.02.012;titolo solo cinese;;;;;
edDiGUqq;Targeting autophagy potentiates chemotherapy-induced apoptosis and proliferation inhibition in hepatocarcinoma cells.;https://doi.org/10.1016/j.canlet.2012.03.002;;;;;;
cEqlW2Nl;Apatinib plus icotinib in treating advanced non-small-cell lung cancer after icotinib treatment failure.;https://doi.org/10.1200/JCO.2017.35.15_suppl.e20528;;;;;;
7lIRDche;Prognostic significance of HALP (hemoglobin, albumin, lymphocyte and platelet) in patients with bladder cancer after radical cystectomy.;https://doi.org/10.1038/s41598-018-19146-y;;;;;;
L0rNjisy;The Influence of Pd Particles Distribution Position on Pd/CNTs Catalyst for Acetylene Selective Hydrogenation;https://doi.org/10.1007/s10562-014-1388-0;;;;;;
ypnjioTt;Automatic Construction of Discourse Corpora for Dialogue Translation.;https://doi.org/10.48550/arXiv.1605.06770;;;;;;
TsyvF5dc;Research of Privacy-preserving Technology in Wireless Sensor Network Data Aggregation;https://doi.org/10.3969/j.issn.1000-3428.2012.15.037;titolo solo cinese;;;;;
HV9NWqxw;Study of incidence of EML4-ALK confusion gene in selected lung adenacarcinomas;None;;;;;;
7QY02G4p;Upconversion luminescence, ferroelectrics and piezoelectrics of Er Doped SrBi4Ti4O15;https://doi.org/10.1063/1.4773318;;;;;;
3eojnRAd;Determination of polychlorinated biphenyls and polybrominated diphenyl ethers in ambient air using high volume sampling and high resolution gas chromatography/high resolution mass spectrometry;https://doi.org/10.3724/sp.j.1123.2010.00449;;;;;;
MjtIJwg0;Studies on the CTA/CTG trinucleotide repeats of ATXN8OS gene in Chinese Hans];None;;;;;;
sJSF8h2t;Ocular ischemic syndrome secondary to carotid artery occlusion as a late complication of radiotherapy of nasopharyngeal carcinoma.;https://doi.org/10.1097/wno.0b013e3181dee914;;;;;;
TqhFs9NB;Size- and shape-controlled synthesis of PbSe and PbS nanocrystals via a facile method;None;;;;;;
VULUhoAV;Algorithm of Vehicle Flow Measurement Based on Machine Vision;https://doi.org/10.3969/j.issn.1002-8692.2011.15.003;titolo solo cinese;;;;;
d0VqI5aE;The Feature of CD3-zeta Chain Gene Expression in Mononuclear Cells without and with Stimulation by Different Factors from Umbilical Cord Blood.;https://doi.org/10.1182/blood.v110.11.3870.3870;;;;;;
lASJTnWi;Transferrin-conjugated lipid-coated PLGA nanoparticles for targeted delivery of aromatase inhibitor;None;;;;;;
YE57D229;Isolation and antioxidation of bioactive proteins from Meretrix meretrix;https://doi.org/10.3969/j.issn.1002-3461.2007.06.008;titolo solo cinese;;;;;
ctfiwmTp;Invasive Infections Due to Trichosporon : Species Distribution, Genotyping, and Antifungal Susceptibilities from a Multicenter Study in China.;https://doi.org/10.1128/jcm.01505-18;;;;;;
ZEkMefEh;Face-Off: A Face Reconstruction Technique for Virtual Reality (VR) Scenarios.;https://doi.org/10.1007/978-3-319-46604-0_35;;;;;;
neIAKOvx;Dynamic modeling and simulation of the mesoporous material and acid red 12~# dye molecule system;https://doi.org/10.3321/j.issn:1001-053x.2008.04.005;titolo solo cinese;;;;;
HLtXUilf;Terminal Spin Labeling of a High-mannose-type Oligosaccharide for Quantitative NMR Analysis of Its Dynamic Conformation;https://doi.org/10.1246/cl.130040;;;;;;
UUyhxaL2;Enhanced visible-light photocatalytic activity of a TiO 2 hydrosol assisted by H 2 O 2 : surface complexation and kinetic modeling;https://doi.org/10.1016/j.molcata.2016.01.011;;;;;;
2jJb8SZP;One-pot synthesis of substituted indole N-oxides: TiCl4-mediated Baylis-Hillman reaction of ?-oxo cyclic ketene-S,S-acetal with o-nitrobenz-aldehydes and subsequent intramolecular cyclization;None;;;;;;
U6JZZTgG;Zn(x)Cd(1-x)Se nanomultipods with tunable band gaps: synthesis and first-principles calculations.;None;;;;;;
Fu72FGqK;Stereocontrolled Total Synthesis of (?)-Gleenol Using Claisen Rearrangement of Sterically Congested Dihydropyran;https://doi.org/10.1246/cl.2008.770;;;;;;
RrwXUdas;Carbonaceous matter and PBDEs on indoor/outdoor glass window surfaces in Guangzhou and Hong Kong, South China;https://doi.org/10.1016/j.atmosenv.2010.05.057;;;;;;
kt5e1lip;[Development and applications of CRISPR/Cas9 library screening technology in cancer research].;https://doi.org/10.12122/j.issn.1673-4254.2019.11.18;;;;;;
gBsbUses;MicroRNAs inhibit the translation of target mRNAs on the endoplasmic reticulum in Arabidopsis.;https://doi.org/10.1016/j.cell.2013.04.005;;;;;;
PZzuFCCS;Perturbation influences of parameters on dynamic performance of a virtual synchronous generator.;https://doi.org/10.1109/IECON.2017.8216239;;;;;;
s9OEyfub;Study of the Effect of the Natural Antioxidantion on Lipid Oxidative-controlling and Fresh-keeping in Chilled Meat;https://doi.org/10.3321/j.issn:0253-990X.2005.10.038;titolo solo cinese;;;;;
x5vRZ8yj;A cross-layer study for application-aware multi-hop cognitive radio networks: A cross-layer study for application-aware multi-hop cognitive radio networks;https://doi.org/10.1002/wcm.2557;;;;;;
HxMKGz6u;IEEE Access Special Section Editorial: Data Mining and Granular Computing in Big Data and Knowledge Processing.;https://doi.org/10.1109/access.2019.2908776;;;;;;
W8zH9eV0;Ionic liquids combined with Pt-modified ordered mesoporous carbons as electrolytes for the oxygen sensing;https://doi.org/10.1016/j.snb.2017.07.069;;;;;;
Z35LN0wS;ChemInform Abstract: A Hexagonal Perovskite Intergrowth Compound: La2Ca2MnO7.;https://doi.org/10.1002/chin.200046017;;;;;;
zHXl6GD9;Preparation of chitosan composite film and its functionalization for biomolecules;None;titolo solo cinese;;;;;
8ayJroxc;Integral Imaging Pickup Method With Extended Depth-of-Field by Gradient-Amplitude Modulation;https://doi.org/10.1109/jdt.2016.2580098;;;;;;
lQccqlGH;Crystal structure and phase relationships in the pseudobinary system Nd5Si4ñNd5Ge4;https://doi.org/10.1016/s0925-8388(02)00524-8;;anno sbagliato nel validation;;;;
X1M3gXPJ;Structural and magnetic properties of Ba 3La 3Mn 2W 3O 18;None;;;;;;
3FLM5CaE;Hydrothermal synthesis and magnetic properties of nanosized nickel zinc ferrite powder;https://doi.org/10.3321/j.issn:0454-5648.2007.06.009;titolo solo cinese;;;;;
daMhY6g4;A Chinese genetic prion disease: Clinical, pathological manifestation and prion protein gene mutation analysis;https://doi.org/10.3760/j.issn:1006-7876.2007.11.004;;;;;;
dBE3QxH0;New colorimetric chemosensor bearing naphthalendiimide unit with large blue-shift absorption for naked eyes detection of Cu 2+ ions;https://doi.org/10.1016/j.snb.2012.07.037;;;;;;
F0L8GihE;Synthesis and characterization of a novel terephthalate-bridged ladderlike polymethylsiloxane;"https://doi.org/10.1002/1097-0126(200012)49:12%3C1658::AID-PI587%3E3.0.CO;2-M";;;;;;
uDDIEvaI;Differences in prevalence of antibodies to GAD and IA-2 and their titers at diagnosis in children with slowly and rapidly progressive forms of type 1 diabetes.;https://doi.org/10.1016/j.diabres.2008.09.050;;;;;;
BGNlxvRd;Thermal evolution of the crystal structure of the orthorhombic perovskite LaFeO 3;https://doi.org/10.1016/j.jssc.2015.07.019;;;;;;
yZqAlSn6;OJ-127 Long-term Prognosis of Subjects with Brugada-type Electrocardiogram Diagnosed during a Health Examination(ECG / Body surface potential mapping / Holter(02)(A),Oral Presentation (Japanese),The 72nd Annual Scientific Meeting of the Japanese Circulation Society);None;;;;;;
EbIP1JT0;CT and MR Diagnosis of the Puerile Skull Lesions in Langerhans Cell Histiocytosis;https://doi.org/10.3969/j.issn.1672-5131.2011.03.020;titolo solo cinese;;;;;
3mracMOF;The complete mitochondrial genome of Liachirus melanospilos (Pleuronectiformes: Soleidae).;https://doi.org/10.3109/19401736.2013.845763;;;;;;
ZMGnkxOk;Theoretical study on the optical emission processes in geminally locked tetraphenylethylene derivatives;https://doi.org/10.1016/j.cplett.2019.04.048;;;;;;
Hp88t5lk;ENVIRONMENTAL CHANGES RECORDED IN CORE SEDIMENTS FROM THE PUMOYUM CO LAKE OF THE TIBETAN PLATEAU DURING THE INITIAL STAGE OF THE LAST DEGLACIAL PERIOD;https://doi.org/10.3321/j.issn:1001-7410.2006.05.012;titolo solo cinese;;;;;
HVJfKVLN;Association between blood eosinophil count and exacerbation risk in patients with asthma receiving medium- or high-dosage inhaled corticosteroids;https://doi.org/10.1183/1393003.congress-2017.PA3994;;;;;;
9jPdaJQ5;Effects of high intensity focused ultrasound combined with ultrasound contrast agent on hydatid cysts in vitro;https://doi.org/10.3969/cjz.j.issn.1002-2694.2012.12.009;titolo solo cinese;;;;;
yAncocnD;Structure and electrochemical hydrogen storage properties of A 2B-type Ti-Zr-Ni alloys;None;;;;;;
k9q6tC57;Cross point assignment algorithm with crosstalk constraint;https://doi.org/10.1109/icasic.2003.1277560;;;;;;
i9vO80Lf;Beneficial performance of a quasi-zero-stiffness vibration isolator with time-delayed active control;https://doi.org/10.1016/j.ijmecsci.2014.03.002;;;;;;
pQFEstrT;Preparation and Characterization of Ni-SiC Nano-composite Coatings by Electrodepositing in Copper Substrate;None;;;;;;
Py6OaFSH;ChemInform Abstract: Synthesis and Characterization of a Fluorotitanophosphate (NH<sub>4</sub>)<sub>0.16</sub>K<sub>1.84</sub>[Ti<sub>2</sub>F<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(PO<sub>3</sub>OH)] with a Unique Lamella Framework.;https://doi.org/10.1002/chin.200936017;;;;;;
2l0ROifQ;Device type and real-world effectiveness of asthma combination therapy: an observational study.;https://doi.org/10.1016/j.rmed.2011.04.010;;;;;;
s4bgdEOQ;Neuropsychiatric Outcomes After Mefloquine Exposure Among U.S. Military Service Members.;https://doi.org/10.4269/ajtmh.16-0390;;;;;;
jbdemh8i;Electron extraction layer based on diketopyrrolopyrrole/isoindigo to improve the efficiency of inverted perovskite solar cells;https://doi.org/10.1039/c8tc02766h;;;;;;
4ZT9BKGY;Stable carbon isotope variations in surface bloom scum and subsurface seston among shallow eutrophic lakes;https://doi.org/10.1016/j.hal.2007.02.002;;;;;;
69U9SN9H;Asymmetric Radical-Radical Cross-Coupling through Visible-Light-Activated Iridium Catalysis.;https://doi.org/10.1002/chin.201615021;;;;;;
gKoQndFq;Analysis of the problems existing in Chinaís environmental supervision system and the improvement proposals;None;;;;;;
2WFpf1Zb;HgS and Zuotai differ from HgCl 2 and methyl mercury in intestinal Hg absorption, transporter expression and gut microbiome in mice.;https://doi.org/10.1016/j.taap.2019.114615;;;;;;
67s507EX;Optimal Design and Control of Ouput Filter of PAPF;https://doi.org/10.19457/j.1001-2095.2010.07.008;titolo solo cinese;;;;;
89IgfI1d;Wintertime Phytoplankton Blooms in the Western Equatorial Indian Ocean Associated With the Madden-Julian Oscillation: WINTERTIME BLOOMS IN WEIO;https://doi.org/10.1002/2017jc013203;;;;;;
gGoklqny;Expression of epithelial cell adhesion molecule associated with elevated ductular reactions in hepatocellar carcinoma.;https://doi.org/10.1016/j.clinre.2014.04.015;;;;;;
uofgpFkg;Impact of stochastic mismatch on FinFETs SRAM cell induced by process variation;https://doi.org/10.1109/EDSSC.2008.4760701;;;;;;
bzfxvWyh;Retrograde single stapling technique for laparoscopic ultralow anterior resection.;https://doi.org/10.1159/000266344;;;;;;
POb06yjo;Fudania jinshanensis gen. nov., sp. nov., isolated from faeces of the Tibetan antelope ( Pantholops hodgsonii ) in China.;https://doi.org/10.1099/ijsem.0.003586;;;;;;
L2EZHFDI;Digital video steganalysis using motion vector recovery-based features.;https://doi.org/10.1364/AO.51.004667;;;;;;
ugnrbYSx;The chitinase 3-like 1 gene and schizophrenia: evidence from a multi-center case-control study and meta-analysis.;https://doi.org/10.1016/j.schres.2009.12.002;;;;;;
r2XvN4Sx;Effect of 6-BA and ABA Applications on Yield, Quality and Photosynthate Contents in the Subtending Leaf of Cotton with Different Planting Dates;https://doi.org/10.3724/sp.j.1006.2013.01078;;;;;;
F69a0Kgh;SOLENOID AND SOLENOID VALVE;None;;;;;;
1qYvIKkJ;Method for detecting the orthogonal code cdma signal;None;;;;;;
t4skbhhJ;Analysis on Content of Total Sugar and Polysaccharides from Arnebia euchroma(Royle) Johnst Hairy Roots;None;titolo solo cinese;;;;;
XeLD6xhW;Low digestibility of phytate phosphorus, their impacts on the environment, and phytase opportunity in the poultry industry.;https://doi.org/10.1007/s11356-018-4000-0;;;;;;
c3ZBGmRA;Blue AIEgens: approaches to control the intramolecular conjugation and the optimized performance of OLED devices;https://doi.org/10.1039/c5tc03262h;;;;;;
fWY7NUlU;Probabilistic group recommendation via information matching;https://doi.org/10.1145/2488388.2488432;;;;;;
bnXKCXiC;The Long Non-Coding RNA NEAT1 Modulates Imatinib-Induced Apoptosis in CML Cells;https://doi.org/10.1182/blood.V126.23.4019.4019;;;;;;
H3KtXggA;PH-controlled assembly of two unusual entangled motifs based on a tridentate ligand and octamolybdate clusters: 1D + 1D ? 3D poly-pseudorotaxane and 2D ? 2D ? 3D polycatenation;https://doi.org/10.1021/cg201555f;;;;;;
xOOalsqV;Cross-layer Dynamic Bandwidth Allocation Algorithm Based on Convex Optimization Theory In satellite communication system;https://doi.org/10.1109/icocn.2017.8121246;;;;;;
MpbdE6jk;THE REFINING EFFECT OF Fe-Ti-N NUCLEATION ALLOY ON THE SOLIDIFIED STRUCTURE OF INDUSTRIAL PURE IRON;https://doi.org/10.3969/j.issn.1001-7208.2009.02.011;titolo solo cinese;;;;;
Y9TzFaty;Cloning, Expression and Antibody Production of nm23-M2;https://doi.org/10.3969/j.issn.0253-357X.2006.02.001;titolo solo cinese;;;;;
pfYNosi1;Laparoscopic radical cystectomy with extracorporeal neobladder: our initial experience.;https://doi.org/10.1016/j.urology.2018.11.017;;;;;;
HcHgdpSa;Decentralized adaptive delay-dependent neural network control for a class of large-scale interconnected nonlinear systems.;https://doi.org/10.1016/j.amc.2017.05.026;;;;;;
UHbsiNCh;Human Polymerase-Associated Factor complex (PAFc) connects the Super Elongation Complex (SEC) to RNA polymerase II on chromatin.;https://doi.org/10.1073/pnas.1107107108;;;;;;
K3a5Zw1j;Serum metabolic changes associated with dioxin exposure in a Chinese male cohort.;https://doi.org/10.1016/j.envint.2020.105984;;;;;;
C6fFQtef;A case of cardiac sarcoidosis with advanced atrioventricular block. Failure of endomyocardial biopsy diagnosis and success in detecting.;https://doi.org/10.1007/s003800300009;;;;;;
vY4qkaAW;Gold(i)- and rhodium(iii)-catalyzed formal regiodivergent C-H alkynylation of 1-arylpyrazolones.;https://doi.org/10.1039/c8ob00585k;;;;;;
JUFG27r1;Ultrafine amorphous Fe?Ni?B and Fe?P?B particles;None;;;;;;
eapiwEWm;Medical Knowledge-Base and Medical Knowledge Acquirement;https://doi.org/10.3969/j.issn.1006-1959.2006.09.007;titolo solo cinese;;;;;
Nz1X7PA8;Blood urea removal device;None;;;;;;
61fkZnmL;Simultaneous determination of eight common odors in natural water body using automatic purge and trap coupled to gas chromatography with mass spectrometry.;https://doi.org/10.1016/j.chroma.2011.04.041;;;;;;
Jw38pyJG;Screening and identification of natural antisense transcripts in Helicobacter pylori by a novel approach based on RNase I protection assay.;https://doi.org/10.1007/s11033-008-9390-5;;;;;;
90QrTJJS;Preparation and characterization of NiO/YSZ cathode and BSCF/SDC anode of SOEC for hydrogen production;https://doi.org/10.4028/www.scientific.net/amr.287-290.2494;;;;;;
dpictgyJ;Stem cells deployed for bone repair hijacked by T cells.;https://doi.org/10.1016/j.stem.2011.12.010;;;;;;
Pn7xQiS5;Enhancing the Photocatalytic Performance of BiOClxI1‚àíx by Introducing Surface Disorders and Bi Nanoparticles as Cocatalyst;https://doi.org/10.1002/admi.201500249;;;;;;
hBC9zxUi;Study on the different dosages of D-galactose inducing brain aging mouse model;https://doi.org/10.3969/j.issn.1005-9202.2009.03.002;true;;;;;
DPFqz0jU;Late Holocene vegetation responses to climate change and human impact on the central Tibetan Plateau.;https://doi.org/10.1016/j.scitotenv.2019.135370;;;;;;
24oOfQ1B;Comparisons of thyroid hormone, intelligence, attention, and quality of life in children with obstructive sleep apnea hypopnea syndrome before and after endoscopic adenoidectomy.;https://doi.org/10.1155/2015/523716;;;;;;
ivh44VkF;The turning control research of the shape-shifting robot in different configurations;https://doi.org/10.1109/WCICA.2014.7053394;;;;;;
wHhU5km6;The Removal of Indigo Carmine from Water by Solvent Sublation;https://doi.org/10.1081/SS-200048175;;;;;;
